,is_renewal_needed,is_new_development,m2,n_rooms,n_bathrooms,floor,is_exterior,has_lift,has_parking,has_storage_room,has_terrace,has_balcony,has_pool,latitude,longitude,buy_price
7778,0,0,60.0,1,1.0,0.0,1,1,1,1,1,1,0,40.4629521,-3.641542692228097,240000
7780,0,0,112.0,2,2.0,1.0,1,1,0,0,0,0,0,40.4629521,-3.641542692228097,345000
7788,0,0,112.0,2,2.0,1.0,1,1,0,0,1,0,0,40.4629521,-3.641542692228097,345000
7789,0,0,92.0,2,2.0,0.0,1,1,1,1,1,0,1,40.49318870000001,-3.6564023,420000
7793,0,0,110.0,3,2.0,1.0,1,1,1,1,1,0,1,40.49318870000001,-3.6564023,495000
7794,1,0,65.0,3,1.0,2.0,1,0,0,0,1,0,0,40.4678284,-3.6486781,149000
7796,0,0,73.0,3,1.0,5.0,1,0,0,1,1,0,0,40.47620429999999,-3.6580163115729967,160000
7801,0,0,69.0,3,1.0,0.0,1,0,0,0,0,0,0,40.4678284,-3.6486781,145000
7802,0,0,72.0,3,1.0,0.0,0,0,0,0,0,0,0,40.4678284,-3.6486781,175000
7804,0,0,83.0,3,2.0,2.0,1,1,0,0,0,0,0,40.4629521,-3.641542692228097,275000
7809,1,0,61.0,3,1.0,5.0,1,0,0,0,1,0,0,40.4678284,-3.6486781,149000
7811,0,0,57.0,3,1.0,3.0,1,0,0,0,0,0,0,40.4678284,-3.6486781,179000
7816,0,0,93.0,2,2.0,1.0,1,1,1,1,0,0,1,40.49318870000001,-3.6564023,460000
7822,0,0,56.0,3,1.0,2.0,1,0,0,0,0,0,0,40.4678284,-3.6486781,179000
7825,0,0,53.0,1,1.0,3.0,1,1,0,1,0,0,1,40.49318870000001,-3.6564023,280000
7827,0,0,101.0,2,2.0,3.0,1,1,1,1,0,1,1,40.49318870000001,-3.6564023,420000
7831,0,0,82.0,3,1.0,3.0,1,1,0,0,1,1,0,40.4678284,-3.6486781,235000
7832,1,0,65.0,2,1.0,3.0,1,1,0,1,1,0,0,40.4678284,-3.6486781,189000
7834,0,0,50.0,1,1.0,1.0,1,1,1,0,1,0,0,40.4629521,-3.641542692228097,198000
7835,0,0,120.0,3,2.0,1.0,1,1,1,1,1,0,1,40.4872436,-3.661223,550000
7843,1,0,70.0,3,1.0,4.0,1,0,0,0,0,0,0,40.4678284,-3.6486781,149000
7847,0,0,68.0,1,1.0,1.0,1,1,1,1,0,0,1,40.4872436,-3.661223,335000
7848,1,0,62.0,2,1.0,3.0,1,0,0,0,0,0,0,40.4678284,-3.6486781,153000
7850,0,0,72.0,3,1.0,2.0,1,0,0,0,1,0,0,40.47620429999999,-3.6580163115729967,160000
7851,1,0,70.0,3,1.0,2.0,1,0,0,0,1,0,0,40.4678284,-3.6486781,165000
7852,0,0,60.0,2,1.0,1.0,1,0,0,0,1,0,0,40.4678284,-3.6486781,175000
7857,1,0,72.0,3,1.0,2.0,1,0,0,0,1,1,0,40.4678284,-3.6486781,198000
7859,0,0,110.0,2,2.0,1.0,1,1,1,1,0,0,1,40.4859876,-3.6138643,339000
7861,1,0,78.0,3,1.0,4.0,1,1,0,0,0,0,0,40.4678284,-3.6486781,188400
7868,0,0,56.0,3,1.0,2.0,1,0,0,0,0,0,0,40.4678284,-3.6486781,179000
7893,0,0,78.0,3,1.0,4.0,1,1,0,0,0,0,0,40.4678284,-3.6486781,188400
7898,0,0,78.0,3,1.0,4.0,1,1,0,0,1,0,0,40.4678284,-3.6486781,188400
7899,0,0,90.0,2,1.0,4.0,1,1,0,1,1,0,1,40.4629521,-3.641542692228097,415000
7901,0,0,63.0,3,1.0,2.0,1,0,0,0,1,1,0,40.4629521,-3.641542692228097,175000
7903,0,0,63.0,2,1.0,1.0,1,0,0,0,0,1,0,40.4629521,-3.641542692228097,180000
7908,0,0,90.0,3,2.0,5.0,1,1,1,1,0,0,0,40.49318870000001,-3.6564023,395000
7911,0,0,111.0,3,1.0,1.0,1,1,1,0,1,1,0,40.4629521,-3.641542692228097,359900
7917,0,0,76.0,2,1.0,1.0,1,1,0,0,1,0,0,40.4678284,-3.6486781,185000
7918,0,0,67.0,2,1.0,3.0,1,1,1,1,0,0,1,40.49318870000001,-3.6564023,335000
7950,0,0,136.0,3,2.0,3.0,1,1,1,1,0,0,1,40.49318870000001,-3.6564023,570000
7954,0,0,55.0,2,1.0,1.0,1,1,0,0,0,0,0,40.47620429999999,-3.6580163115729967,145000
7955,0,0,78.0,3,1.0,4.0,1,1,0,0,1,0,0,40.4678284,-3.6486781,188400
7956,0,0,107.0,2,2.0,2.0,1,1,1,0,1,0,1,40.4872436,-3.661223,450000
7961,0,0,70.0,2,1.0,0.0,1,0,0,0,0,0,0,40.4678284,-3.6486781,230000
7971,0,0,108.0,2,2.0,1.0,1,1,1,1,0,0,1,40.4859876,-3.6138643,339000
7975,0,0,70.0,2,1.0,0.0,1,1,0,0,0,0,0,40.4629521,-3.641542692228097,189000
7985,0,0,67.0,1,1.0,0.5,1,1,0,1,0,0,0,40.4629521,-3.641542692228097,230000
7986,1,0,90.0,3,1.0,6.0,1,1,1,0,0,0,0,40.47620429999999,-3.6580163115729967,230000
7988,0,0,86.0,3,2.0,6.0,1,1,1,0,1,0,1,40.4629521,-3.641542692228097,310000
8002,0,0,84.0,2,2.0,1.0,1,1,0,0,0,0,0,40.4678284,-3.6486781,250000
8005,0,0,62.0,2,1.0,3.0,1,1,0,0,1,1,0,40.4629521,-3.641542692228097,175000
8012,0,0,50.0,1,1.0,1.0,1,1,1,0,0,0,0,40.4629521,-3.641542692228097,198000
8028,0,0,101.0,2,2.0,4.0,1,1,1,1,0,0,1,40.49318870000001,-3.6564023,400000
8036,1,0,76.0,3,1.0,1.0,1,0,0,0,0,0,0,40.4678284,-3.6486781,170000
8038,1,0,60.0,2,1.0,2.0,1,0,0,0,1,1,0,40.4678284,-3.6486781,155000
8041,0,0,109.0,3,1.0,2.0,1,1,0,1,0,0,0,40.4629521,-3.641542692228097,299000
8043,0,0,55.0,1,1.0,2.0,1,1,0,1,0,0,1,40.49318870000001,-3.6564023,280000
8047,0,0,56.0,2,1.0,0.0,1,0,0,0,0,0,0,40.4629521,-3.641542692228097,155000
8050,0,0,110.0,2,2.0,1.0,1,1,1,1,1,1,1,40.4491151,-3.6402826,510000
8052,0,0,57.0,2,1.0,0.0,1,0,0,0,0,0,0,40.4629521,-3.641542692228097,175000
8068,0,0,74.0,3,1.0,3.0,1,0,0,0,1,0,0,40.47620429999999,-3.6580163115729967,165000
8072,1,0,65.0,3,1.0,4.0,1,0,0,0,1,0,0,40.4629521,-3.641542692228097,149000
8073,1,0,77.0,2,1.0,5.0,1,0,0,1,0,0,0,40.4678284,-3.6486781,160000
8075,0,0,101.0,2,2.0,2.0,1,1,1,1,0,0,1,40.49318870000001,-3.6564023,420000
8076,0,0,134.0,3,2.0,2.0,1,1,1,1,0,0,1,40.49318870000001,-3.6564023,570000
8085,0,0,111.0,3,1.0,1.0,1,1,1,0,0,1,0,40.4629521,-3.641542692228097,359900
8087,0,0,112.0,3,2.0,2.0,1,1,1,1,0,0,1,40.49318870000001,-3.6564023,495000
8101,0,0,57.0,3,1.0,3.0,1,0,0,0,0,0,0,40.4678284,-3.6486781,179000
8103,0,0,48.0,1,1.0,1.0,1,1,0,0,1,0,0,40.4629521,-3.641542692228097,198000
8106,0,0,72.0,1,1.0,1.0,1,1,0,1,1,0,1,40.4629521,-3.641542692228097,230000
8107,0,0,130.0,3,2.0,1.0,1,1,1,1,0,0,1,40.4542161,-3.615699579961719,620000
8110,0,0,136.0,3,2.0,3.0,1,1,1,1,0,0,1,40.49318870000001,-3.6564023,570000
8112,0,0,85.0,3,1.0,1.0,1,0,0,0,0,0,0,40.4629521,-3.641542692228097,239000
8113,0,0,116.0,2,2.0,2.0,1,1,1,1,0,0,1,40.4542161,-3.615699579961719,495000
8122,0,0,110.0,2,2.0,1.0,1,1,1,1,0,0,1,40.4491151,-3.6402826,510000
8146,0,0,121.0,3,2.0,3.0,1,1,1,0,1,1,0,40.43467955,-3.7149027097918568,695000
8189,0,0,142.0,3,2.0,3.0,0,1,0,0,0,0,0,40.43418655,-3.707922533247423,690000
8190,0,0,142.0,3,2.0,3.0,1,1,0,0,0,0,0,40.43418655,-3.707922533247423,690000
8213,0,0,48.0,1,1.0,2.0,0,0,0,0,0,0,0,40.43324910000001,-3.701245895798365,330000
8223,0,0,142.0,3,3.0,3.0,1,1,0,0,0,0,0,40.43418655,-3.707922533247423,690000
8235,0,0,106.0,2,2.0,1.0,1,1,0,1,1,0,0,40.43418655,-3.707922533247423,623000
8240,0,0,67.0,2,2.0,1.0,1,1,0,0,0,0,0,40.43324910000001,-3.701245895798365,550000
8244,0,0,68.0,2,2.0,1.0,1,1,0,0,0,0,0,40.43324910000001,-3.701245895798365,550000
8258,0,0,115.0,2,2.0,4.0,1,1,1,0,1,0,0,40.43324910000001,-3.701245895798365,795000
8273,0,0,47.0,1,1.0,-2.0,0,1,0,0,0,0,0,40.4313814,-3.6930142045414542,195000
8308,0,0,89.0,3,2.0,2.0,0,0,0,0,0,0,0,40.43467955,-3.7149027097918568,420000
8318,0,0,115.0,2,2.0,4.0,1,1,1,0,1,0,0,40.4313814,-3.6930142045414542,795000
8355,0,0,87.0,2,2.0,1.0,1,1,0,0,0,1,0,40.43418655,-3.707922533247423,550000
8360,0,0,67.0,2,2.0,1.0,1,1,0,0,0,1,0,40.43324910000001,-3.701245895798365,550000
8374,0,0,67.0,2,2.0,1.0,1,1,0,0,0,0,0,40.43324910000001,-3.701245895798365,550000
8382,0,0,105.0,2,1.0,2.0,1,1,0,0,0,0,0,40.44531970000001,-3.692254,530000
8401,0,0,67.0,2,2.0,1.0,1,1,0,0,0,1,0,40.43324910000001,-3.701245895798365,550000
8402,0,0,115.0,3,2.0,1.0,0,1,0,0,0,0,0,40.43467955,-3.7149027097918568,430000
8406,0,0,90.0,3,2.0,1.0,1,1,1,0,0,0,0,40.43467955,-3.7149027097918568,475000
8408,0,0,64.0,1,1.0,0.5,0,1,0,0,0,0,0,40.43324910000001,-3.701245895798365,260000
8415,1,0,56.0,2,1.0,4.0,0,1,0,0,0,0,0,40.43418655,-3.707922533247423,299000
8417,0,0,74.0,2,2.0,3.0,0,1,0,0,0,0,0,40.43467955,-3.7149027097918568,445000
8422,0,0,67.0,2,2.0,1.0,1,1,0,0,0,0,0,40.43324910000001,-3.701245895798365,550000
8439,0,0,67.0,2,2.0,1.0,1,1,0,0,0,1,0,40.43324910000001,-3.701245895798365,550000
8444,0,0,77.0,2,1.0,1.0,1,1,0,0,0,0,0,40.43467955,-3.7149027097918568,360000
8454,0,0,140.0,3,3.0,1.0,1,1,0,1,1,0,0,40.43467955,-3.7149027097918568,650000
8471,0,0,75.0,2,2.0,2.0,0,1,0,0,0,0,0,40.4313814,-3.6930142045414542,430000
8487,0,0,63.0,2,1.0,0.0,1,0,0,0,0,0,0,40.43324910000001,-3.701245895798365,210000
8492,0,0,67.0,2,2.0,1.0,1,1,0,0,0,1,0,40.43324910000001,-3.701245895798365,550000
8502,0,0,83.0,2,1.0,1.0,1,1,1,0,0,0,0,40.43418655,-3.707922533247423,430000
8505,0,0,74.0,3,1.0,3.0,0,1,0,0,0,0,0,40.44531970000001,-3.692254,380000
8517,0,0,85.0,2,2.0,0.0,0,1,0,0,1,0,0,40.44531970000001,-3.692254,430000
8522,0,0,83.0,1,1.0,1.0,1,1,0,0,0,0,0,40.43467955,-3.7149027097918568,430000
8539,1,0,65.0,2,1.0,2.0,0,0,0,0,0,0,0,40.44531970000001,-3.692254,299000
8541,0,0,83.0,2,1.0,1.0,1,1,1,0,0,0,0,40.43418655,-3.707922533247423,430000
8545,0,0,67.0,2,1.0,1.0,1,1,0,0,0,1,0,40.43324910000001,-3.701245895798365,550000
8576,0,0,70.0,2,2.0,1.0,1,1,0,0,0,1,0,40.43324910000001,-3.701245895798365,550000
8578,0,0,68.0,2,2.0,1.0,1,1,0,0,0,1,0,40.43324910000001,-3.701245895798365,550000
8599,1,0,101.0,2,2.0,0.0,0,1,0,0,0,0,0,40.44305720000001,-3.7116809920844496,437800
8605,0,0,122.0,3,2.0,3.0,1,1,1,0,0,0,0,40.43467955,-3.7149027097918568,695000
8615,0,0,94.0,3,1.0,2.0,0,1,0,0,0,0,0,40.44305720000001,-3.7116809920844496,375000
8625,0,0,72.0,2,1.0,1.0,0,0,0,0,0,0,0,40.4313814,-3.6930142045414542,310000
8628,0,0,54.0,3,1.0,2.0,0,1,0,0,0,0,0,40.43467955,-3.7149027097918568,299000
8630,0,0,67.0,1,2.0,2.0,0,0,0,0,0,0,0,40.43324910000001,-3.701245895798365,360000
8649,1,0,110.0,3,1.0,0.0,0,1,0,0,0,0,0,40.43324910000001,-3.701245895798365,375000
8654,0,0,72.0,3,1.0,1.0,0,1,0,0,1,0,0,40.44531970000001,-3.692254,350000
8674,0,0,67.0,2,2.0,1.0,1,1,0,0,0,1,0,40.43324910000001,-3.701245895798365,550000
8691,0,0,90.0,2,2.0,3.0,1,1,0,0,0,1,0,40.44531970000001,-3.692254,505000
8701,1,0,101.0,3,2.0,0.0,0,1,0,0,0,0,0,40.44305720000001,-3.7116809920844496,437800
8706,0,0,80.0,2,2.0,3.0,0,1,0,0,0,0,0,40.43418655,-3.707922533247423,450000
8717,0,0,72.0,3,1.0,1.0,0,1,0,0,1,0,0,40.44531970000001,-3.692254,350000
8723,0,0,74.0,2,2.0,3.0,0,1,0,0,0,0,0,40.43418655,-3.707922533247423,445000
8737,0,0,67.0,2,2.0,1.0,1,1,0,0,0,1,0,40.43324910000001,-3.701245895798365,550000
8742,0,0,89.0,3,2.0,2.0,0,0,0,0,0,0,0,40.43467955,-3.7149027097918568,420000
8744,0,0,89.0,3,2.0,2.0,0,0,0,0,0,0,0,40.43467955,-3.7149027097918568,420000
8746,0,0,43.0,1,1.0,3.0,0,1,0,0,0,0,0,40.43467955,-3.7149027097918568,285000
8763,0,0,67.0,2,2.0,1.0,1,1,0,0,0,1,0,40.43324910000001,-3.701245895798365,550000
8773,1,0,80.0,3,1.0,4.0,1,0,0,0,0,0,0,40.44531970000001,-3.692254,230000
8774,0,0,82.0,2,1.0,1.0,1,1,1,1,1,0,0,40.43418655,-3.707922533247423,429999
8777,0,0,73.0,3,1.0,4.0,0,1,0,0,0,0,0,40.43418655,-3.707922533247423,339999
8778,0,0,120.0,3,2.0,2.0,1,1,0,1,0,1,0,40.43324910000001,-3.701245895798365,695000
8785,0,0,67.0,2,2.0,1.0,1,1,0,0,0,1,0,40.43324910000001,-3.701245895798365,550000
8790,0,0,106.0,2,1.0,2.0,1,0,0,0,0,1,0,40.43324910000001,-3.701245895798365,530000
8808,1,0,108.0,3,2.0,1.0,1,1,0,0,0,0,0,40.43324910000001,-3.701245895798365,465000
8810,1,0,100.0,3,2.0,0.0,1,1,0,0,0,0,0,40.44305720000001,-3.7116809920844496,437800
8815,0,0,75.0,3,2.0,1.0,1,1,0,0,0,0,0,40.44305720000001,-3.7116809920844496,450000
8817,0,0,120.0,3,2.0,4.0,1,1,0,1,0,1,0,40.43324910000001,-3.701245895798365,590000
8829,0,0,125.0,3,2.0,1.0,1,1,0,1,1,0,0,40.43418655,-3.707922533247423,780000
8837,0,0,67.0,2,2.0,1.0,1,1,0,0,0,1,0,40.43324910000001,-3.701245895798365,550000
8844,1,0,80.0,3,2.0,3.0,1,1,0,0,0,0,0,40.44531970000001,-3.692254,450000
8850,0,0,47.0,1,1.0,0.0,0,1,0,0,0,0,0,40.43324910000001,-3.701245895798365,190000
8853,0,0,42.0,1,1.0,4.0,0,1,0,0,0,0,0,40.44531970000001,-3.692254,245000
8857,1,0,42.0,2,1.0,1.0,0,1,0,0,0,0,0,40.43467955,-3.7149027097918568,220000
8867,1,0,98.0,3,2.0,0.0,1,1,0,0,0,0,0,40.44305720000001,-3.7116809920844496,437800
8869,0,0,140.0,3,2.0,2.0,1,1,0,0,0,0,0,40.43467955,-3.7149027097918568,630000
8873,0,0,95.0,2,1.0,1.0,1,1,0,0,0,1,0,40.43467955,-3.7149027097918568,460000
8876,0,0,91.0,3,1.0,3.0,1,1,0,0,0,0,0,40.43467955,-3.7149027097918568,445000
8883,1,0,80.0,2,1.0,0.0,0,1,0,0,0,0,0,40.43324910000001,-3.701245895798365,350000
8889,0,0,68.0,2,2.0,1.0,1,1,0,0,0,0,0,40.43324910000001,-3.701245895798365,550000
8895,0,0,83.0,2,1.0,1.0,1,1,1,0,0,0,0,40.43418655,-3.707922533247423,430000
8903,1,0,100.0,3,2.0,0.0,0,1,0,0,0,0,0,40.44305720000001,-3.7116809920844496,437800
8905,0,0,87.0,2,2.0,2.0,1,1,1,0,1,0,0,40.44305720000001,-3.7116809920844496,550000
8931,1,0,91.0,2,1.0,4.0,1,1,0,0,1,0,0,40.44305720000001,-3.7116809920844496,505000
8933,1,0,55.0,2,1.0,1.0,0,0,0,0,0,0,0,40.43418655,-3.707922533247423,250000
8939,0,0,85.0,1,1.0,1.0,1,1,0,0,0,0,0,40.43467955,-3.7149027097918568,430000
8951,1,0,65.0,2,1.0,3.0,1,1,0,0,0,0,0,40.43418655,-3.707922533247423,300000
8952,0,0,83.0,2,1.0,1.0,1,1,0,0,0,0,0,40.43418655,-3.707922533247423,430000
8958,0,0,94.0,3,1.0,2.0,0,1,0,0,0,0,0,40.44305720000001,-3.7116809920844496,375000
8963,0,0,97.0,2,1.0,1.0,1,1,0,0,0,1,0,40.43467955,-3.7149027097918568,475000
8972,0,0,50.0,1,1.0,0.0,0,0,0,0,0,0,0,40.4313814,-3.6930142045414542,195000
8983,0,0,100.0,3,2.0,4.0,1,1,0,0,1,0,0,40.44305720000001,-3.7116809920844496,625000
8990,0,0,65.0,2,1.0,2.0,1,1,0,0,0,0,0,40.43418655,-3.707922533247423,340000
8997,0,0,61.0,2,1.0,2.0,1,0,0,0,0,0,0,40.43324910000001,-3.701245895798365,335000
9005,0,0,67.0,2,2.0,1.0,1,1,0,0,0,1,0,40.43324910000001,-3.701245895798365,550000
9012,0,0,50.0,2,1.0,3.0,0,1,0,0,0,0,0,40.44305720000001,-3.7116809920844496,270000
9026,0,0,60.0,1,1.0,2.0,0,0,0,0,0,0,0,40.43324910000001,-3.701245895798365,360000
9033,0,0,100.0,2,1.0,1.0,1,1,0,0,0,1,0,40.43467955,-3.7149027097918568,475000
9069,0,0,122.0,3,2.0,3.0,1,1,1,0,0,0,0,40.43467955,-3.7149027097918568,695000
9073,0,0,97.0,3,2.0,1.0,0,1,0,0,0,0,0,40.44531970000001,-3.692254,425000
9078,1,0,108.0,3,2.0,0.5,0,1,0,0,0,0,0,40.43324910000001,-3.701245895798365,465000
9080,1,0,70.0,3,1.0,1.0,0,1,0,0,0,0,0,40.43418655,-3.707922533247423,298000
9088,1,0,55.0,2,1.0,1.0,0,0,0,0,0,0,0,40.43418655,-3.707922533247423,250000
9092,0,0,56.0,3,1.0,3.0,0,1,0,0,0,0,0,40.44305720000001,-3.7116809920844496,199000
9094,1,0,101.0,2,2.0,0.0,1,0,0,0,0,0,0,40.44305720000001,-3.7116809920844496,437800
9098,1,0,115.0,3,2.0,2.0,1,1,1,1,1,0,1,40.4313814,-3.6930142045414542,795000
9099,0,0,91.0,2,1.0,4.0,0,1,0,0,0,0,0,40.44305720000001,-3.7116809920844496,505000
9101,0,0,90.0,2,2.0,3.0,1,1,0,0,0,1,0,40.44531970000001,-3.692254,505000
9106,0,0,52.0,2,1.0,0.0,0,1,0,0,1,0,0,40.43467955,-3.7149027097918568,290000
9109,0,0,68.0,3,1.0,2.0,1,1,0,0,0,1,0,40.44531970000001,-3.692254,360000
9117,0,0,88.0,3,2.0,2.0,1,1,0,1,1,1,0,40.43467955,-3.7149027097918568,460000
9135,0,0,90.0,2,1.0,1.0,1,1,1,0,0,0,0,40.43418655,-3.707922533247423,430000
9138,0,0,82.0,3,1.0,3.0,1,1,0,0,1,0,0,40.43324910000001,-3.701245895798365,260000
9143,0,0,92.0,3,2.0,1.0,0,1,0,0,0,0,0,40.44305720000001,-3.7116809920844496,450000
9159,0,0,70.0,2,2.0,1.0,1,1,0,0,0,1,0,40.43324910000001,-3.701245895798365,550000
9191,0,0,115.0,3,1.0,3.0,1,1,0,0,0,0,0,40.43418655,-3.707922533247423,550000
9226,1,0,91.0,1,1.0,0.0,1,1,0,0,0,0,0,40.43324910000001,-3.701245895798365,350000
9231,1,0,82.0,3,1.0,1.0,1,1,0,0,0,0,0,40.43418655,-3.707922533247423,399000
9233,1,0,83.0,2,2.0,1.0,1,0,0,1,0,1,0,40.4313814,-3.6930142045414542,450000
9237,0,0,74.0,2,2.0,3.0,0,1,0,0,0,0,0,40.43418655,-3.707922533247423,445000
9270,0,0,52.0,2,1.0,3.0,0,1,0,0,0,0,0,40.43418655,-3.707922533247423,279000
9272,0,0,67.0,2,2.0,1.0,1,1,0,0,0,1,0,40.43324910000001,-3.701245895798365,550000
9275,1,0,77.0,3,1.0,5.0,0,1,0,0,0,0,0,40.44305720000001,-3.7116809920844496,360000
9277,0,0,57.0,1,1.0,1.0,1,1,0,0,0,0,0,40.43324910000001,-3.701245895798365,395000
9300,0,0,44.0,2,1.0,4.0,0,1,0,0,0,0,0,40.43467955,-3.7149027097918568,245000
9301,0,0,63.0,1,1.0,1.0,0,1,0,0,0,0,0,40.43324910000001,-3.701245895798365,295000
9342,0,0,121.0,3,2.0,3.0,1,1,1,0,1,0,0,40.43467955,-3.7149027097918568,695000
9348,0,0,140.0,3,2.0,1.0,1,1,0,0,1,0,0,40.43467955,-3.7149027097918568,650000
9353,0,0,75.0,3,1.0,4.0,0,1,0,0,0,0,0,40.43418655,-3.707922533247423,340000
9365,1,0,108.0,3,2.0,1.0,1,1,0,0,0,1,0,40.43324910000001,-3.701245895798365,465000
9366,0,0,90.0,3,2.0,1.0,1,1,1,0,0,0,0,40.43418655,-3.707922533247423,475000
9369,0,0,67.0,2,2.0,1.0,1,1,0,0,0,0,0,40.43324910000001,-3.701245895798365,550000
9384,0,0,83.0,2,1.0,1.0,1,1,0,0,0,0,0,40.43418655,-3.707922533247423,430000
9385,0,0,67.0,2,2.0,1.0,1,1,0,0,0,0,0,40.43324910000001,-3.701245895798365,550000
9387,0,0,67.0,2,2.0,1.0,1,1,0,0,0,1,0,40.43324910000001,-3.701245895798365,550000
9391,0,0,67.0,2,2.0,1.0,1,1,0,0,0,0,0,40.43324910000001,-3.701245895798365,550000
9394,1,0,92.0,1,1.0,3.0,1,1,1,1,0,0,1,40.4313814,-3.6930142045414542,450000
9411,0,0,90.0,3,2.0,1.0,1,1,1,0,0,0,0,40.43467955,-3.7149027097918568,475000
9412,0,0,90.0,3,2.0,1.0,1,1,1,0,0,0,0,40.44305720000001,-3.7116809920844496,475000
9417,0,0,90.0,3,2.0,1.0,1,1,1,0,0,0,0,40.43467955,-3.7149027097918568,475000
9418,0,0,90.0,3,2.0,1.0,1,1,1,0,0,0,0,40.44305720000001,-3.7116809920844496,475000
9421,0,0,75.0,2,1.0,3.0,1,1,0,0,0,0,0,40.43418655,-3.707922533247423,485000
9424,0,0,40.0,1,1.0,-1.0,1,1,0,0,0,0,0,40.43324910000001,-3.701245895798365,175000
9449,0,0,75.0,2,2.0,2.0,0,1,0,0,0,0,0,40.4313814,-3.6930142045414542,430000
9453,0,0,67.0,1,2.0,2.0,0,0,0,0,0,0,0,40.43324910000001,-3.701245895798365,360000
9456,0,0,142.0,3,2.0,3.0,1,1,0,0,0,0,0,40.43418655,-3.707922533247423,690000
9462,1,0,110.0,3,1.0,1.0,1,1,0,0,0,0,0,40.43467955,-3.7149027097918568,495000
9478,0,0,47.0,1,1.0,-1.0,0,1,0,0,0,0,0,40.4313814,-3.6930142045414542,195000
9483,0,0,69.0,1,1.0,3.0,1,1,1,0,0,0,0,40.4313814,-3.6930142045414542,550000
9513,0,0,73.0,3,1.0,0.0,0,1,0,0,0,0,0,40.44305720000001,-3.7116809920844496,140000
9524,0,0,65.0,2,1.0,1.0,1,1,0,0,0,0,0,40.44531970000001,-3.692254,360000
9529,0,0,89.0,2,2.0,2.0,1,0,0,0,0,0,0,40.43324910000001,-3.701245895798365,450000
9531,1,0,70.0,3,1.0,3.0,1,0,0,0,0,1,0,40.44531970000001,-3.692254,315000
9537,0,0,140.0,3,3.0,1.0,1,1,0,1,1,0,0,40.43467955,-3.7149027097918568,650000
9546,0,0,67.0,2,2.0,1.0,1,1,0,0,0,0,0,40.43324910000001,-3.701245895798365,550000
9581,0,0,67.0,2,2.0,1.0,1,1,0,0,0,1,0,40.43324910000001,-3.701245895798365,550000
9582,0,0,67.0,2,2.0,1.0,1,1,0,0,0,1,0,40.43324910000001,-3.701245895798365,550000
9593,1,0,115.0,3,2.0,1.0,0,1,0,0,0,0,0,40.43467955,-3.7149027097918568,430000
9596,1,0,56.0,2,1.0,4.0,0,1,0,0,0,0,0,40.43418655,-3.707922533247423,299000
9604,0,0,88.0,2,2.0,3.0,1,1,0,0,0,1,0,40.44531970000001,-3.692254,505000
9606,0,0,142.0,3,2.0,3.0,0,1,0,0,0,0,0,40.43324910000001,-3.701245895798365,690000
9614,0,0,74.0,2,2.0,3.0,0,1,0,0,0,0,0,40.43418655,-3.707922533247423,445000
9633,0,0,68.0,2,2.0,1.0,1,1,0,0,0,0,0,40.43324910000001,-3.701245895798365,550000
9660,0,0,67.0,2,2.0,1.0,1,1,0,0,0,1,0,40.43324910000001,-3.701245895798365,550000
9669,0,0,67.0,2,2.0,1.0,1,1,0,0,0,1,0,40.43324910000001,-3.701245895798365,550000
9676,0,0,74.0,2,2.0,3.0,0,1,0,0,0,0,0,40.43418655,-3.707922533247423,445000
9679,1,0,115.0,3,2.0,2.0,1,1,1,0,1,0,1,40.4313814,-3.6930142045414542,795000
9680,0,0,83.0,1,1.0,1.0,1,1,0,1,0,0,0,40.43467955,-3.7149027097918568,430000
9698,0,0,51.0,1,1.0,1.0,0,1,0,0,0,0,0,40.44531970000001,-3.692254,290000
9702,0,0,120.0,1,2.0,5.0,0,1,0,0,0,0,0,40.4313814,-3.6930142045414542,695000
9703,0,0,75.0,1,1.0,0.0,1,1,0,0,1,0,0,40.4313814,-3.6930142045414542,445000
9717,1,0,101.0,3,1.0,2.0,1,0,0,0,0,1,0,40.43324910000001,-3.701245895798365,475000
9736,1,0,63.0,2,1.0,0.5,1,0,0,0,1,0,0,40.4350329,-3.644171,169000
9738,0,0,55.0,2,1.0,2.0,1,0,0,0,1,0,0,40.4220402,-3.6517069,159000
9742,0,0,83.0,3,1.0,4.0,1,0,0,0,0,0,0,40.4350329,-3.644171,210000
9743,0,0,61.0,2,2.0,3.0,1,1,0,0,1,0,0,40.4350329,-3.644171,198000
9747,0,0,72.0,1,1.0,2.0,0,1,0,0,0,0,0,40.4350329,-3.644171,179000
9754,0,0,82.0,3,1.0,2.0,1,0,0,0,1,0,0,40.43737280000001,-3.6436099185322814,170000
9759,0,0,70.0,3,1.0,1.0,1,1,0,1,1,1,0,40.43820570000001,-3.6495784,210000
9764,0,0,80.0,2,1.0,4.0,1,0,0,0,1,1,0,40.4350329,-3.644171,179000
9768,0,0,50.0,1,1.0,2.0,1,0,0,0,0,0,0,40.43737280000001,-3.6436099185322814,149000
9772,0,0,60.0,2,1.0,1.0,1,0,0,0,0,0,0,40.4350329,-3.644171,149000
9774,0,0,97.0,3,1.0,2.0,1,1,0,0,0,0,0,40.43820570000001,-3.6495784,240000
9781,0,0,67.0,3,1.0,2.0,0,1,0,0,1,0,0,40.4350329,-3.644171,160000
9790,0,0,92.0,2,2.0,4.0,0,1,0,0,0,1,0,40.43737280000001,-3.6436099185322814,290000
