,is_renewal_needed,is_new_development,m2,n_rooms,n_bathrooms,floor,is_exterior,has_lift,has_parking,has_storage_room,has_terrace,has_balcony,has_pool,latitude,longitude,buy_price
104,0,1,87.0,2,2.0,2.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,190000
111,0,0,90.0,3,2.0,2.0,1,1,0,1,1,0,0,40.3551089,-3.7001047141537535,195000
113,0,0,80.0,3,1.0,0.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,145000
121,0,0,85.0,3,1.0,4.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,138000
122,0,0,90.0,3,2.0,2.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,225000
132,0,0,121.0,3,2.0,3.0,1,1,1,1,1,1,1,40.3558406,-3.688398889638639,260000
141,0,0,95.0,2,1.0,2.0,1,0,0,0,1,1,0,40.3455389,-3.7109697,155000
142,0,0,74.0,3,1.0,1.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,100000
143,0,0,97.0,2,1.0,0.0,1,1,1,1,1,0,1,40.3399339,-3.6733878585167616,210000
151,0,0,50.0,1,1.0,7.0,1,1,1,1,0,0,1,40.3455389,-3.7109697,135000
154,0,0,95.0,3,1.0,2.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,185000
157,1,0,72.0,3,1.0,3.0,1,1,0,0,1,0,0,40.3455389,-3.7109697,119900
159,1,0,70.0,3,1.0,4.0,1,1,0,0,1,0,0,40.3551089,-3.7001047141537535,119900
164,0,0,110.0,3,2.0,5.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,275000
167,0,0,58.0,3,1.0,3.0,1,0,0,0,0,1,0,40.3399339,-3.6733878585167616,105000
168,0,0,82.0,3,1.0,4.0,1,0,0,0,0,1,0,40.3455389,-3.7109697,120000
169,0,0,83.0,3,1.0,0.0,1,1,0,0,0,0,0,40.3455389,-3.7109697,135000
172,0,0,89.0,3,1.0,0.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,160000
176,1,0,68.0,3,1.0,4.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,95000
179,0,0,81.0,3,2.0,3.0,1,1,1,1,0,0,0,40.3455389,-3.7109697,155000
182,0,0,80.0,3,1.0,0.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,140000
183,0,0,80.0,3,1.0,3.0,1,1,0,0,1,0,0,40.3551089,-3.7001047141537535,165000
185,0,0,50.0,1,1.0,6.0,1,1,1,1,0,0,1,40.3455389,-3.7109697,159000
188,0,0,71.0,2,2.0,2.0,1,1,0,1,0,0,1,40.3558406,-3.688398889638639,198000
189,0,0,74.0,2,1.0,1.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,139900
190,0,0,65.0,2,1.0,2.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,110000
193,1,0,63.0,3,1.0,0.5,0,0,0,0,0,0,0,40.3558406,-3.688398889638639,100000
198,0,0,90.0,3,2.0,3.0,1,1,1,1,1,0,0,40.3455389,-3.7109697,155000
199,0,0,66.0,3,1.0,2.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,88000
200,0,0,102.0,3,2.0,5.0,1,1,0,0,1,0,0,40.3551089,-3.7001047141537535,225000
208,0,0,82.0,2,2.0,6.0,1,1,1,1,0,0,1,40.3551089,-3.7001047141537535,270000
210,0,0,103.0,3,2.0,4.0,1,1,1,1,0,0,1,40.3558406,-3.688398889638639,250000
212,0,0,70.0,3,1.0,3.0,1,1,0,0,0,0,0,40.34326305,-3.688352297394898,99000
213,0,0,45.0,2,1.0,3.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,105000
214,0,0,95.0,3,1.0,2.0,1,0,0,0,1,1,0,40.3558406,-3.688398889638639,130000
215,1,0,70.0,3,1.0,2.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,120000
216,0,0,71.0,3,1.0,1.0,1,1,0,0,0,0,0,40.3558406,-3.688398889638639,149000
217,1,0,70.0,3,1.0,3.0,1,1,0,0,0,0,0,40.3558406,-3.688398889638639,135000
227,0,0,70.0,2,1.0,0.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,128000
229,0,0,86.0,3,1.0,4.0,0,1,0,0,1,0,0,40.3455389,-3.7109697,129000
231,0,0,85.0,3,1.0,0.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,135000
232,0,0,65.0,2,1.0,0.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,99000
233,0,0,68.0,3,1.0,2.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,88000
234,0,0,75.0,3,1.0,5.0,0,0,0,0,0,0,0,40.3551089,-3.7001047141537535,110000
238,0,0,53.0,1,1.0,6.0,1,1,1,1,1,0,1,40.3399339,-3.6733878585167616,146000
241,0,0,86.0,3,1.0,4.0,0,1,0,0,1,0,0,40.3455389,-3.7109697,129000
244,0,0,95.0,3,1.0,0.0,1,0,1,1,0,0,1,40.3455389,-3.7109697,199000
246,0,0,69.0,2,1.0,1.0,1,1,0,0,0,0,1,40.3455389,-3.7109697,240000
249,0,0,65.0,2,1.0,0.0,1,1,0,0,0,0,0,40.3551089,-3.7001047141537535,109000
252,0,0,55.0,2,1.0,2.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,110000
258,0,0,92.0,3,2.0,4.0,1,1,0,0,1,0,0,40.3551089,-3.7001047141537535,175000
259,0,0,70.0,3,1.0,2.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,90000
263,0,0,125.0,3,2.0,1.0,1,1,1,1,0,0,0,40.3558406,-3.688398889638639,210000
265,0,0,61.0,3,1.0,4.0,1,0,0,0,0,0,0,40.3399339,-3.6733878585167616,100000
267,0,0,80.0,2,1.0,3.0,1,1,0,1,1,0,0,40.3551089,-3.7001047141537535,115000
268,0,0,55.0,2,1.0,3.0,1,0,0,0,1,0,0,40.3558406,-3.688398889638639,96000
269,0,0,60.0,2,1.0,3.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,95000
272,0,0,55.0,2,1.0,0.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,95000
274,0,0,53.0,2,1.0,1.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,96000
275,0,0,58.0,2,1.0,1.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,118000
277,0,0,50.0,2,1.0,3.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,105000
279,0,0,90.0,3,2.0,1.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,290000
280,0,0,66.0,2,1.0,3.0,1,0,0,0,0,1,0,40.3399339,-3.6733878585167616,90000
282,0,0,60.0,2,1.0,2.0,1,0,0,0,0,1,0,40.3455389,-3.7109697,125000
283,0,0,101.0,2,2.0,6.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,255000
286,0,0,56.0,3,1.0,1.0,1,1,0,0,1,0,0,40.3558406,-3.688398889638639,100000
287,1,0,72.0,3,1.0,0.5,1,1,0,0,1,0,0,40.3558406,-3.688398889638639,95000
288,0,0,70.0,3,1.0,3.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,135000
289,0,0,75.0,2,2.0,0.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,195000
291,0,0,91.0,2,2.0,1.0,1,1,1,1,0,0,1,40.3455389,-3.7109697,215000
293,0,0,61.0,3,1.0,1.0,1,0,0,0,0,0,0,40.3551089,-3.7001047141537535,125000
294,0,0,73.0,2,1.0,1.0,1,0,0,0,1,0,0,40.3558406,-3.688398889638639,120000
295,1,0,66.0,3,1.0,1.0,1,0,0,0,1,1,0,40.3455389,-3.7109697,93000
296,0,0,68.0,2,1.0,4.0,1,0,0,0,1,0,0,40.3551089,-3.7001047141537535,125000
298,0,0,56.0,3,1.0,1.0,1,1,0,0,1,0,0,40.3558406,-3.688398889638639,105000
304,1,0,85.0,3,1.0,3.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,128000
305,0,0,75.0,3,1.0,3.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,120000
310,0,0,56.0,2,1.0,4.0,1,0,0,0,0,0,0,40.3551089,-3.7001047141537535,109000
311,0,0,90.0,2,1.0,4.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,140000
312,0,0,71.0,2,1.0,1.0,1,0,0,0,1,0,0,40.3558406,-3.688398889638639,120000
313,0,0,76.0,3,1.0,2.0,1,1,0,0,1,0,0,40.34326305,-3.688352297394898,110000
315,0,0,90.0,3,2.0,3.0,1,1,1,0,0,1,0,40.3455389,-3.7109697,180000
319,0,0,50.0,1,1.0,2.0,1,1,0,0,0,0,0,40.3399339,-3.6733878585167616,125000
320,0,0,85.0,3,2.0,1.0,1,1,1,0,1,0,1,40.3558406,-3.688398889638639,230000
321,0,0,90.0,3,2.0,5.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,300000
322,0,0,60.0,3,1.0,0.5,1,1,0,0,0,0,0,40.34326305,-3.688352297394898,120000
324,0,0,60.0,3,1.0,4.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,140000
328,0,0,60.0,3,1.0,4.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,145000
330,0,0,81.0,3,1.0,3.0,1,1,0,0,1,0,0,40.3551089,-3.7001047141537535,160000
331,0,0,75.0,3,1.0,3.0,1,0,1,1,1,0,0,40.3558406,-3.688398889638639,180000
332,0,0,72.0,3,1.0,2.0,1,1,0,0,1,0,0,40.3455389,-3.7109697,130000
333,0,0,95.0,2,2.0,3.0,1,1,1,0,0,0,1,40.3399339,-3.6733878585167616,250000
334,0,0,49.0,1,1.0,2.0,1,1,1,1,0,0,1,40.3455389,-3.7109697,190000
335,0,0,90.0,3,1.0,2.0,1,0,0,0,1,0,1,40.3455389,-3.7109697,169000
336,0,0,78.0,2,1.0,3.0,1,0,0,1,1,1,0,40.3455389,-3.7109697,168000
337,0,0,100.0,3,1.0,3.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,210000
338,0,0,70.0,3,1.0,1.0,1,1,0,0,0,0,0,40.34326305,-3.688352297394898,95000
342,0,0,70.0,3,1.0,2.0,1,0,0,0,0,1,0,40.3455389,-3.7109697,97000
343,0,0,75.0,3,1.0,4.0,1,1,0,0,0,0,0,40.34326305,-3.688352297394898,155000
345,0,0,48.0,2,1.0,4.0,1,1,0,1,0,0,0,40.3399339,-3.6733878585167616,120000
346,1,0,80.0,3,1.0,0.0,1,0,0,0,1,0,0,40.3558406,-3.688398889638639,125000
351,0,0,50.0,1,1.0,6.0,1,1,1,1,0,0,1,40.3455389,-3.7109697,148000
352,0,0,50.0,2,1.0,2.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,140000
354,0,0,80.0,3,1.0,1.0,1,0,0,0,1,0,0,40.3551089,-3.7001047141537535,150000
355,0,0,65.0,2,1.0,0.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,110000
358,0,0,64.0,3,1.0,1.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,95000
359,0,0,85.0,2,2.0,2.0,1,1,0,0,1,0,1,40.3558406,-3.688398889638639,229000
360,0,0,72.0,3,1.0,2.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,140000
363,0,0,67.0,2,1.0,5.0,1,0,0,1,0,0,0,40.3551089,-3.7001047141537535,115000
364,0,0,60.0,2,1.0,0.0,1,0,0,0,0,0,1,40.3455389,-3.7109697,150000
365,0,0,60.0,2,1.0,1.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,120000
366,0,0,60.0,3,1.0,1.0,1,0,0,1,0,0,0,40.34326305,-3.688352297394898,105000
367,0,0,61.0,3,1.0,1.0,1,1,0,0,0,0,0,40.3551089,-3.7001047141537535,108000
369,0,0,55.0,2,1.0,3.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,95000
377,0,0,90.0,3,2.0,5.0,1,1,0,1,0,0,0,40.34326305,-3.688352297394898,139000
378,1,0,63.0,2,1.0,1.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,102000
380,0,0,70.0,3,1.0,4.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,95000
382,0,0,70.0,3,1.0,5.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,97000
384,0,0,63.0,3,1.0,5.0,1,0,0,1,0,0,0,40.34326305,-3.688352297394898,119000
385,0,0,60.0,2,1.0,3.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,95000
386,0,0,105.0,3,2.0,5.0,1,1,0,0,1,0,0,40.3551089,-3.7001047141537535,260000
387,0,0,93.0,2,2.0,1.0,1,1,1,1,0,0,0,40.3455389,-3.7109697,210000
388,0,0,80.0,2,2.0,1.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,250000
389,0,0,54.0,2,1.0,3.0,1,0,0,0,0,0,0,40.3551089,-3.7001047141537535,148000
390,0,0,64.0,2,1.0,0.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,99000
391,1,0,68.0,3,1.0,1.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,88000
392,0,0,100.0,3,2.0,5.0,1,1,1,1,1,0,1,40.3558406,-3.688398889638639,299995
393,0,0,62.0,2,2.0,2.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,148000
394,0,0,78.0,3,1.0,1.0,0,1,0,1,1,0,0,40.3455389,-3.7109697,127000
395,0,0,83.0,3,1.0,3.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,155000
396,0,0,68.0,3,1.0,2.0,1,0,0,0,0,0,0,40.3399339,-3.6733878585167616,97000
397,1,0,66.0,2,1.0,0.5,1,0,0,0,1,0,0,40.34326305,-3.688352297394898,95000
398,1,0,65.0,3,1.0,3.0,1,0,0,0,1,1,0,40.3455389,-3.7109697,110000
399,0,0,65.0,2,1.0,8.0,1,1,0,0,1,0,0,40.3551089,-3.7001047141537535,125000
401,0,0,49.0,2,1.0,0.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,120000
402,0,0,100.0,3,2.0,4.0,1,1,0,0,1,0,0,40.3558406,-3.688398889638639,210000
406,1,0,90.0,3,1.0,1.0,1,0,0,0,1,1,0,40.3455389,-3.7109697,140000
407,0,0,55.0,2,1.0,0.0,1,1,0,0,0,0,0,40.3551089,-3.7001047141537535,135000
408,0,0,70.0,2,1.0,3.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,126000
410,0,0,74.0,2,2.0,2.0,1,1,0,1,0,0,1,40.3558406,-3.688398889638639,198000
411,0,0,64.0,2,1.0,2.0,1,0,0,0,0,0,0,40.3551089,-3.7001047141537535,150000
413,0,0,113.0,3,2.0,1.0,1,1,1,1,0,0,1,40.3558406,-3.688398889638639,359900
417,0,0,101.0,2,2.0,0.0,1,1,1,1,1,0,1,40.3455389,-3.7109697,245000
418,0,0,75.0,2,1.0,3.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,146000
420,0,0,75.0,3,1.0,0.5,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,139900
424,0,0,65.0,3,1.0,3.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,109900
425,0,0,65.0,2,1.0,4.0,1,0,0,0,1,1,0,40.3455389,-3.7109697,105000
427,0,0,69.0,2,1.0,0.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,132000
428,0,0,65.0,3,1.0,0.5,1,1,0,0,0,0,0,40.34326305,-3.688352297394898,120000
429,0,0,90.0,3,1.0,1.0,0,0,0,0,1,0,0,40.3455389,-3.7109697,159000
430,0,0,100.0,3,2.0,3.0,1,1,1,0,0,0,0,40.3455389,-3.7109697,230000
431,0,0,65.0,3,1.0,2.0,1,0,0,0,1,0,0,40.34326305,-3.688352297394898,120000
432,0,0,60.0,2,1.0,3.0,1,0,1,0,1,1,0,40.3455389,-3.7109697,138000
436,0,0,80.0,2,2.0,1.0,1,1,1,1,1,1,0,40.3399339,-3.6733878585167616,250000
438,0,0,67.0,3,1.0,1.0,1,0,0,0,0,1,0,40.3455389,-3.7109697,150000
441,1,0,89.0,3,1.0,0.5,1,1,0,0,0,0,0,40.3558406,-3.688398889638639,139000
443,0,0,85.0,2,2.0,3.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,180000
446,0,0,85.0,3,1.0,2.0,1,0,1,1,1,0,0,40.3558406,-3.688398889638639,159000
451,0,0,89.0,3,2.0,5.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,235000
453,0,0,65.0,3,1.0,3.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,97000
458,0,0,80.0,3,1.0,1.0,1,0,1,0,1,0,0,40.3455389,-3.7109697,135000
461,0,0,110.0,3,2.0,6.0,1,1,1,1,1,0,1,40.3399339,-3.6733878585167616,274999
464,0,0,100.0,3,2.0,5.0,1,1,1,1,0,0,1,40.3558406,-3.688398889638639,285000
467,0,0,62.0,3,1.0,2.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,108000
474,0,0,66.0,3,1.0,2.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,88000
476,0,0,64.0,2,1.0,1.0,1,1,1,1,0,0,0,40.3455389,-3.7109697,149999
478,0,0,72.0,2,1.0,3.0,1,1,0,0,0,0,0,40.3551089,-3.7001047141537535,139000
481,0,0,59.0,2,2.0,3.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,99000
482,0,0,90.0,3,1.0,2.0,1,0,1,1,1,1,0,40.3455389,-3.7109697,190000
483,0,0,61.0,2,1.0,2.0,0,0,0,0,1,0,0,40.3455389,-3.7109697,93000
488,0,0,89.0,2,2.0,4.0,1,1,1,1,1,0,1,40.3399339,-3.6733878585167616,250000
490,0,0,65.0,3,1.0,4.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,108000
492,0,0,70.0,3,1.0,5.0,1,0,0,1,0,0,0,40.3551089,-3.7001047141537535,119000
493,0,0,55.0,2,1.0,2.0,1,0,0,0,1,0,0,40.3399339,-3.6733878585167616,99900
494,0,0,90.0,2,1.0,0.0,1,1,0,1,1,0,1,40.3399339,-3.6733878585167616,215000
495,1,0,67.0,3,1.0,3.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,99000
499,0,0,57.0,3,1.0,3.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,109000
500,0,0,125.0,3,2.0,1.0,1,1,1,1,1,1,0,40.3558406,-3.688398889638639,210000
501,0,0,80.0,3,2.0,4.0,1,1,0,1,1,1,0,40.34326305,-3.688352297394898,130000
508,0,0,52.0,2,1.0,1.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,99900
509,0,0,102.0,3,2.0,5.0,1,1,1,0,1,0,0,40.3551089,-3.7001047141537535,245000
511,0,0,69.0,2,1.0,0.0,1,1,0,0,0,0,0,40.3455389,-3.7109697,119000
512,0,0,104.0,3,2.0,0.0,1,1,1,1,1,0,1,40.3455389,-3.7109697,305000
514,0,0,65.0,3,1.0,3.0,1,0,0,0,1,1,0,40.3455389,-3.7109697,99000
516,0,0,69.0,3,1.0,2.0,1,0,0,0,1,0,0,40.3399339,-3.6733878585167616,97000
517,0,0,65.0,3,1.0,2.0,1,0,0,0,1,0,0,40.34326305,-3.688352297394898,95000
518,1,0,80.0,3,1.0,1.0,1,0,0,0,1,0,0,40.3558406,-3.688398889638639,128000
522,0,0,75.0,3,1.0,2.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,125000
523,0,0,60.0,3,1.0,1.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,110000
524,0,0,75.0,2,1.0,1.0,1,0,0,0,1,0,0,40.3558406,-3.688398889638639,125000
531,0,0,54.0,1,1.0,1.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,119000
536,0,0,50.0,2,1.0,0.5,1,0,0,0,0,0,0,40.3399339,-3.6733878585167616,99000
537,0,0,70.0,3,1.0,3.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,99000
541,1,0,104.0,3,2.0,1.0,1,1,0,1,0,1,0,40.3399339,-3.6733878585167616,155000
542,0,0,125.0,3,2.0,1.0,1,1,1,1,0,0,0,40.3558406,-3.688398889638639,210000
547,0,0,75.0,3,1.0,2.0,1,0,0,0,1,0,0,40.3558406,-3.688398889638639,136000
548,0,0,70.0,3,1.0,3.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,109000
552,0,0,60.0,1,1.0,0.0,1,1,0,0,0,0,0,40.3551089,-3.7001047141537535,123000
554,0,0,75.0,3,1.0,0.5,1,1,0,1,0,0,0,40.3551089,-3.7001047141537535,140000
558,0,0,49.0,2,1.0,0.0,1,1,0,1,0,0,0,40.3558406,-3.688398889638639,145000
559,0,1,85.0,2,2.0,1.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,185000
560,0,1,106.0,3,2.0,1.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,245000
564,0,1,52.0,1,1.0,1.0,1,1,1,1,0,0,0,40.3455389,-3.7109697,124000
565,0,1,72.0,2,2.0,1.0,1,1,1,1,0,0,0,40.3455389,-3.7109697,170000
567,0,0,112.0,3,2.0,3.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,299000
587,0,0,60.0,2,1.0,0.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,130000
589,0,0,70.0,3,1.0,7.0,1,1,0,0,1,0,0,40.3558406,-3.688398889638639,129000
591,0,0,70.0,3,1.0,1.0,1,0,0,0,0,1,0,40.3455389,-3.7109697,130000
593,0,0,51.0,3,1.0,3.0,1,0,0,0,1,0,0,40.3455389,-3.7109697,115000
595,0,0,55.0,2,1.0,0.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,109000
596,0,0,73.0,3,1.0,0.5,1,0,0,0,0,0,0,40.3551089,-3.7001047141537535,115000
600,0,0,65.0,2,1.0,2.0,0,0,0,0,0,1,0,40.3558406,-3.688398889638639,126000
602,0,0,50.0,2,1.0,3.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,105000
608,0,0,110.0,3,2.0,6.0,1,1,1,1,0,0,1,40.3399339,-3.6733878585167616,240000
612,0,0,56.0,3,1.0,5.0,1,0,0,0,0,0,0,40.3399339,-3.6733878585167616,100000
613,0,0,60.0,2,1.0,3.0,1,0,1,0,1,0,0,40.3455389,-3.7109697,135000
614,0,0,64.0,2,1.0,3.0,1,0,0,0,1,0,0,40.3558406,-3.688398889638639,112000
618,0,0,89.0,3,1.0,1.0,1,1,0,0,1,0,0,40.3551089,-3.7001047141537535,165000
620,0,0,75.0,3,1.0,2.0,1,0,1,0,0,0,0,40.3558406,-3.688398889638639,130000
622,0,0,56.0,3,1.0,5.0,1,0,0,0,0,0,0,40.3399339,-3.6733878585167616,100000
625,0,0,70.0,2,1.0,0.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,119000
626,0,0,59.0,2,1.0,2.0,1,0,0,0,1,0,0,40.3558406,-3.688398889638639,110000
628,0,0,100.0,3,2.0,4.0,1,1,0,0,1,0,0,40.3551089,-3.7001047141537535,185000
630,0,0,81.0,3,1.0,4.0,1,1,0,0,1,0,0,40.3551089,-3.7001047141537535,175000
631,1,0,59.0,3,1.0,2.0,1,0,0,0,1,0,0,40.3551089,-3.7001047141537535,90000
632,1,0,66.0,2,1.0,3.0,1,0,0,0,0,0,0,40.3455389,-3.7109697,99000
636,0,0,61.0,3,1.0,1.0,1,0,0,0,0,0,0,40.3551089,-3.7001047141537535,123000
640,0,0,83.0,3,1.0,2.0,1,1,1,0,1,0,0,40.3455389,-3.7109697,159000
643,1,0,80.0,3,1.0,1.0,1,0,0,0,1,0,0,40.3558406,-3.688398889638639,128000
644,0,0,61.0,3,1.0,5.0,1,1,0,0,1,0,0,40.34326305,-3.688352297394898,95000
645,0,0,59.0,2,1.0,3.0,1,0,0,0,0,0,0,40.3558406,-3.688398889638639,132000
649,0,0,63.0,3,1.0,5.0,1,0,0,0,0,0,0,40.34326305,-3.688352297394898,100000
651,0,0,62.0,2,1.0,6.0,1,1,0,0,0,0,0,40.3551089,-3.7001047141537535,128000
653,0,0,48.0,1,1.0,0.5,1,1,0,0,0,0,0,40.3455389,-3.7109697,85000
656,0,0,85.0,3,1.0,3.0,1,1,0,0,1,0,0,40.3399339,-3.6733878585167616,149000
658,0,0,108.0,3,2.0,4.0,1,1,1,1,0,0,1,40.401583333333,-3.5990944444444,360000
659,0,0,95.0,3,2.0,5.0,1,1,1,1,0,0,1,40.401583333333,-3.5990944444444,240000
660,0,0,65.0,3,1.0,4.0,1,0,0,1,1,0,0,40.4058276,-3.6051718,122000
663,0,0,80.0,2,2.0,3.0,1,1,1,1,0,0,0,40.404289,-3.5466159,240000
665,1,0,60.0,2,1.0,2.0,1,0,0,0,1,0,0,40.4058276,-3.6051718,109000
666,0,0,76.0,1,1.0,0.0,1,1,1,1,1,0,1,40.404289,-3.5466159,180000
667,0,0,70.0,3,1.0,0.5,1,0,0,1,1,0,0,40.4058276,-3.6051718,155000
668,0,0,63.0,3,1.0,2.0,1,0,0,0,0,0,0,40.4058276,-3.6051718,138000
671,1,0,73.0,3,1.0,5.0,1,1,1,0,1,0,0,40.4058276,-3.6051718,155000
672,0,0,87.0,2,1.0,0.0,1,0,0,0,1,0,0,40.40528629999999,-3.6072004,169000
